#t_s,e_raw_um
40.803000,-34.111136
40.804000,-34.570070
40.805000,-35.029003
40.806000,-35.487937
40.807000,-35.946871
40.808000,-36.405804
40.809000,-36.864738
40.810000,-37.323672
40.811000,-38.036194
40.812000,-38.938234
40.813000,-39.840274
40.814000,-40.742313
40.815000,-41.644353
40.816000,-42.546393
40.817000,-43.448433
40.818000,-44.330710
40.819000,-43.792328
40.820000,-43.253947
40.821000,-42.715565
40.822000,-42.177183
40.823000,-41.638802
40.824000,-41.100420
40.825000,-40.562039
40.826000,-40.240938
40.827000,-40.179950
40.828000,-40.118961
40.829000,-40.057972
40.830000,-39.996983
40.831000,-39.935994
40.832000,-39.875006
40.833000,-39.814017
40.834000,-39.753028
40.835000,-39.692039
40.836000,-39.631051
40.837000,-39.570062
40.838000,-39.509073
40.839000,-39.448084
40.840000,-39.387096
40.841000,-39.326107
40.842000,-39.265118
40.843000,-39.204129
40.844000,-39.143141
40.845000,-39.082152
40.846000,-39.021163
40.847000,-38.960174
40.848000,-38.899185
40.849000,-38.367137
40.850000,-37.701765
40.851000,-37.036392
40.852000,-36.371020
40.853000,-35.705647
40.854000,-35.040274
40.855000,-34.374902
40.856000,-33.919160
40.857000,-34.203091
40.858000,-34.487021
40.859000,-34.770952
40.860000,-35.054883
40.861000,-35.338813
40.862000,-35.622744
40.863000,-35.906675
40.864000,-35.908140
40.865000,-35.765546
40.866000,-35.622952
40.867000,-35.480358
40.868000,-35.337764
40.869000,-35.195170
40.870000,-35.052576
40.871000,-34.813254
40.872000,-33.737608
40.873000,-32.661962
40.874000,-31.586316
40.875000,-30.510670
40.876000,-29.435024
40.877000,-28.359378
40.878000,-27.283732
40.879000,-26.269402
40.880000,-25.306244
40.881000,-24.343087
40.882000,-23.379929
40.883000,-22.416771
40.884000,-21.453614
40.885000,-20.490456
40.886000,-19.527299
40.887000,-19.985370
40.888000,-20.462875
40.889000,-20.940380
40.890000,-21.417885
40.891000,-21.895389
40.892000,-22.372894
40.893000,-22.850399
40.894000,-22.788622
40.895000,-22.005920
40.896000,-21.223219
40.897000,-20.440517
40.898000,-19.657816
40.899000,-18.875115
40.900000,-18.092413
40.901000,-17.309712
40.902000,-16.473550
40.903000,-15.629354
40.904000,-14.785158
40.905000,-13.940962
40.906000,-13.096765
40.907000,-12.252569
40.908000,-11.408373
40.909000,-10.533990
40.910000,-9.592660
40.911000,-8.651330
40.912000,-7.709999
40.913000,-6.768669
40.914000,-5.827339
40.915000,-4.886008
40.916000,-3.944678
40.917000,-3.003828
40.918000,-2.063136
40.919000,-1.122445
40.920000,-0.181753
40.921000,0.758939
40.922000,1.699631
40.923000,2.640322
40.924000,3.653338
40.925000,4.967574
40.926000,6.281810
40.927000,7.596045
40.928000,8.910281
40.929000,10.224516
40.930000,11.538752
40.931000,12.852988
40.932000,13.376542
40.933000,13.445685
40.934000,13.514828
40.935000,13.583971
40.936000,13.653114
40.937000,13.722257
40.938000,13.791400
40.939000,13.803634
40.940000,13.128467
40.941000,12.453300
40.942000,11.778132
40.943000,11.102965
40.944000,10.427798
40.945000,9.752630
40.946000,9.077463
40.947000,8.431224
40.948000,7.811916
40.949000,7.192608
40.950000,6.573300
40.951000,5.953992
40.952000,5.334683
40.953000,4.715375
40.954000,4.096067
40.955000,3.648957
40.956000,3.209153
40.957000,2.769349
40.958000,2.329545
40.959000,1.889740
40.960000,1.449936
40.961000,1.010132
40.962000,0.764930
40.963000,0.810757
40.964000,0.856583
40.965000,0.902409
40.966000,0.948235
40.967000,0.994061
40.968000,1.039887
40.969000,1.085714
40.970000,0.953075
40.971000,0.786984
40.972000,0.620893
40.973000,0.454802
40.974000,0.288710
40.975000,0.122619
40.976000,-0.043472
40.977000,-0.038048
40.978000,0.400713
40.979000,0.839474
40.980000,1.278236
40.981000,1.716997
40.982000,2.155758
40.983000,2.594520
40.984000,3.033281
40.985000,3.298401
40.986000,3.497653
40.987000,3.696905
40.988000,3.896157
40.989000,4.095409
40.990000,4.294661
40.991000,4.493913
40.992000,4.563474
40.993000,3.983370
40.994000,3.403267
40.995000,2.823163
40.996000,2.243059
40.997000,1.662955
40.998000,1.082851
40.999000,0.502747
41.000000,0.125451
41.001000,-0.120993
41.002000,-0.367438
41.003000,-0.613883
41.004000,-0.860327
41.005000,-1.106772
41.006000,-1.353216
41.007000,-1.643873
41.008000,-2.788039
41.009000,-3.932205
41.010000,-5.076371
41.011000,-6.220536
41.012000,-7.364702
41.013000,-8.508868
41.014000,-9.653034
41.015000,-11.029006
41.016000,-12.645599
41.017000,-14.262192
41.018000,-15.878786
41.019000,-17.495379
41.020000,-19.111972
41.021000,-20.728565
41.022000,-22.345159
41.023000,-22.693011
41.024000,-22.948430
41.025000,-23.203848
41.026000,-23.459266
41.027000,-23.714684
41.028000,-23.970102
41.029000,-24.225520
41.030000,-24.336637
41.031000,-24.205720
41.032000,-24.074802
41.033000,-23.943885
41.034000,-23.812967
41.035000,-23.682050
41.036000,-23.551133
41.037000,-23.420215
41.038000,-23.901586
41.039000,-24.522003
41.040000,-25.142420
41.041000,-25.762837
41.042000,-26.383254
41.043000,-27.003672
41.044000,-27.624089
41.045000,-28.105563
41.046000,-28.183987
41.047000,-28.262411
41.048000,-28.340834
41.049000,-28.419258
41.050000,-28.497682
41.051000,-28.576106
41.052000,-28.654530
41.053000,-28.295755
41.054000,-27.747619
41.055000,-27.199483
41.056000,-26.651347
41.057000,-26.103210
41.058000,-25.555074
41.059000,-25.006938
41.060000,-24.400006
41.061000,-23.429477
41.062000,-22.458948
41.063000,-21.488420
41.064000,-20.517891
41.065000,-19.547362
41.066000,-18.576834
41.067000,-17.606305
41.068000,-17.504131
41.069000,-18.029168
41.070000,-18.554205
41.071000,-19.079243
41.072000,-19.604280
41.073000,-20.129317
41.074000,-20.654355
41.075000,-21.164823
41.076000,-21.028864
41.077000,-20.892904
41.078000,-20.756944
41.079000,-20.620984
41.080000,-20.485024
41.081000,-20.349064
41.082000,-20.213105
41.083000,-19.563278
41.084000,-18.318561
41.085000,-17.073844
41.086000,-15.829127
41.087000,-14.584409
41.088000,-13.339692
41.089000,-12.094975
41.090000,-10.850258
41.091000,-10.259057
41.092000,-9.736552
41.093000,-9.214047
41.094000,-8.691541
41.095000,-8.169036
41.096000,-7.646530
41.097000,-7.124025
41.098000,-7.141860
41.099000,-8.179660
41.100000,-9.217461
41.101000,-10.255262
41.102000,-11.293063
41.103000,-12.330863
41.104000,-13.368664
41.105000,-14.406465
41.106000,-15.148184
41.107000,-15.810115
41.108000,-16.472047
41.109000,-17.133978
41.110000,-17.795910
41.111000,-18.457841
41.112000,-19.119772
41.113000,-19.539746
41.114000,-19.145767
41.115000,-18.751789
41.116000,-18.357810
41.117000,-17.963832
41.118000,-17.569853
41.119000,-17.175874
41.120000,-16.781896
41.121000,-16.573747
41.122000,-16.456892
41.123000,-16.340037
41.124000,-16.223182
41.125000,-16.106327
41.126000,-15.989472
41.127000,-15.872617
41.128000,-15.842918
41.129000,-16.504327
41.130000,-17.165735
41.131000,-17.827144
41.132000,-18.488553
41.133000,-19.149961
41.134000,-19.811370
41.135000,-20.472778
41.136000,-20.988823
41.137000,-21.387562
41.138000,-21.786300
41.139000,-22.185039
41.140000,-22.583778
41.141000,-22.982517
41.142000,-23.381256
41.143000,-23.779995
41.144000,-23.516987
41.145000,-23.250541
41.146000,-22.984095
41.147000,-22.717649
41.148000,-22.451203
41.149000,-22.184757
41.150000,-21.918311
41.151000,-21.651865
41.152000,-21.385419
41.153000,-21.118973
41.154000,-20.852527
41.155000,-20.586081
41.156000,-20.319635
41.157000,-20.053189
41.158000,-19.786743
41.159000,-20.048486
41.160000,-20.383846
41.161000,-20.719207
41.162000,-21.054567
41.163000,-21.389927
41.164000,-21.725287
41.165000,-22.060648
41.166000,-22.646720
41.167000,-23.767777
41.168000,-24.888834
41.169000,-26.009891
41.170000,-27.130948
41.171000,-28.252005
41.172000,-29.373062
41.173000,-30.494119
41.174000,-30.857264
41.175000,-30.981743
41.176000,-31.106223
41.177000,-31.230703
41.178000,-31.355183
41.179000,-31.479663
41.180000,-31.604143
41.181000,-31.685832
41.182000,-31.598411
41.183000,-31.510990
41.184000,-31.423569
41.185000,-31.336148
41.186000,-31.248727
41.187000,-31.161306
41.188000,-31.073885
41.189000,-31.375004
41.190000,-31.891508
41.191000,-32.408013
41.192000,-32.924517
41.193000,-33.441021
41.194000,-33.957526
41.195000,-34.474030
41.196000,-34.971446
41.197000,-35.262793
41.198000,-35.554141
41.199000,-35.845488
41.200000,-36.136836
41.201000,-36.428183
41.202000,-36.719531
41.203000,-37.010878
41.204000,-36.872746
41.205000,-36.347903
41.206000,-35.823061
41.207000,-35.298218
41.208000,-34.773376
41.209000,-34.248533
41.210000,-33.723691
41.211000,-33.198848
41.212000,-31.771846
41.213000,-30.314656
41.214000,-28.857467
41.215000,-27.400277
41.216000,-25.943087
41.217000,-24.485897
41.218000,-23.028707
41.219000,-21.733504
41.220000,-20.672326
41.221000,-19.611148
41.222000,-18.549971
41.223000,-17.488793
41.224000,-16.427616
41.225000,-15.366438
41.226000,-14.305260
41.227000,-14.077567
41.228000,-13.996423
41.229000,-13.915280
41.230000,-13.834136
41.231000,-13.752993
41.232000,-13.671849
41.233000,-13.590705
41.234000,-13.299040
41.235000,-12.496649
41.236000,-11.694258
41.237000,-10.891867
41.238000,-10.089476
41.239000,-9.287085
41.240000,-8.484694
41.241000,-7.682303
41.242000,-6.538298
41.243000,-5.270052
41.244000,-4.001805
41.245000,-2.733559
41.246000,-1.465313
41.247000,-0.197067
41.248000,1.071179
41.249000,2.107936
41.250000,2.051327
41.251000,1.994719
41.252000,1.938110
41.253000,1.881501
41.254000,1.824893
41.255000,1.768284
41.256000,1.711675
41.257000,1.655066
41.258000,1.598458
41.259000,1.541849
41.260000,1.485240
41.261000,1.428632
41.262000,1.372023
41.263000,1.315414
41.264000,1.258806
41.265000,1.202197
41.266000,1.145588
41.267000,1.088980
41.268000,1.032371
41.269000,0.975762
41.270000,0.919153
41.271000,0.862545
41.272000,0.938225
41.273000,1.146728
41.274000,1.355231
41.275000,1.563734
41.276000,1.772237
41.277000,1.980740
41.278000,2.189243
41.279000,2.397746
41.280000,1.443265
41.281000,0.415093
41.282000,-0.613078
41.283000,-1.641250
41.284000,-2.669422
41.285000,-3.697593
41.286000,-4.725765
41.287000,-5.880239
41.288000,-7.239190
41.289000,-8.598140
41.290000,-9.957090
41.291000,-11.316040
41.292000,-12.674990
41.293000,-14.033941
41.294000,-15.392891
41.295000,-15.332721
41.296000,-14.967879
41.297000,-14.603037
41.298000,-14.238195
41.299000,-13.873353
41.300000,-13.508511
41.301000,-13.143669
41.302000,-12.857778
41.303000,-12.791232
41.304000,-12.724686
41.305000,-12.658140
41.306000,-12.591594
41.307000,-12.525048
41.308000,-12.458502
41.309000,-12.391955
41.310000,-12.532841
41.311000,-12.760067
41.312000,-12.987293
41.313000,-13.214518
41.314000,-13.441744
41.315000,-13.668970
41.316000,-13.896196
41.317000,-14.035163
41.318000,-13.664098
41.319000,-13.293034
41.320000,-12.921969
41.321000,-12.550905
41.322000,-12.179840
41.323000,-11.808776
41.324000,-11.437711
41.325000,-10.898836
41.326000,-10.242834
41.327000,-9.586832
41.328000,-8.930830
41.329000,-8.274828
41.330000,-7.618826
41.331000,-6.962824
41.332000,-6.344043
41.333000,-6.913985
41.334000,-7.483926
41.335000,-8.053868
41.336000,-8.623810
41.337000,-9.193751
41.338000,-9.763693
41.339000,-10.333634
41.340000,-10.685565
41.341000,-10.793405
41.342000,-10.901246
41.343000,-11.009086
41.344000,-11.116927
41.345000,-11.224767
41.346000,-11.332607
41.347000,-11.440448
41.348000,-10.809169
41.349000,-10.107639
41.350000,-9.406108
41.351000,-8.704578
41.352000,-8.003048
41.353000,-7.301518
41.354000,-6.599988
41.355000,-6.069741
41.356000,-5.851210
41.357000,-5.632680
41.358000,-5.414149
41.359000,-5.195618
41.360000,-4.977087
41.361000,-4.758556
41.362000,-4.540025
41.363000,-4.763289
41.364000,-5.099745
41.365000,-5.436201
41.366000,-5.772657
41.367000,-6.109112
41.368000,-6.445568
41.369000,-6.782024
41.370000,-6.839942
41.371000,-6.003442
41.372000,-5.166942
41.373000,-4.330441
41.374000,-3.493941
41.375000,-2.657441
41.376000,-1.820941
41.377000,-0.984440
41.378000,-0.237263
41.379000,0.467665
41.380000,1.172593
41.381000,1.877522
41.382000,2.582450
41.383000,3.287378
41.384000,3.992306
41.385000,4.559829
41.386000,4.122652
41.387000,3.685476
41.388000,3.248300
41.389000,2.811124
41.390000,2.373947
41.391000,1.936771
41.392000,1.499595
41.393000,1.248950
41.394000,1.143838
41.395000,1.038727
41.396000,0.933616
41.397000,0.828504
41.398000,0.723393
41.399000,0.618282
41.400000,0.514668
41.401000,0.884862
41.402000,1.255056
41.403000,1.625250
41.404000,1.995443
41.405000,2.365637
41.406000,2.735831
41.407000,3.106025
41.408000,3.347799
41.409000,3.429133
41.410000,3.510466
41.411000,3.591799
41.412000,3.673133
41.413000,3.754466
41.414000,3.835800
41.415000,3.917133
41.416000,3.498568
41.417000,3.015677
41.418000,2.532787
41.419000,2.049897
41.420000,1.567007
41.421000,1.084117
41.422000,0.601226
41.423000,0.084745
41.424000,-0.500740
41.425000,-1.086226
41.426000,-1.671711
41.427000,-2.257197
41.428000,-2.842682
41.429000,-3.428167
41.430000,-4.013653
41.431000,-4.579286
41.432000,-5.138952
41.433000,-5.698617
41.434000,-6.258282
41.435000,-6.817947
41.436000,-7.377612
41.437000,-7.937278
41.438000,-8.486737
41.439000,-8.997862
41.440000,-9.508987
41.441000,-10.020111
41.442000,-10.531236
41.443000,-11.042361
41.444000,-11.553486
41.445000,-12.064611
41.446000,-12.868296
41.447000,-13.828355
41.448000,-14.788413
41.449000,-15.748472
41.450000,-16.708530
41.451000,-17.668589
41.452000,-18.628647
41.453000,-19.502215
41.454000,-19.533262
41.455000,-19.564310
41.456000,-19.595357
41.457000,-19.626405
41.458000,-19.657452
41.459000,-19.688499
41.460000,-19.719547
41.461000,-19.687856
41.462000,-19.601531
41.463000,-19.515206
41.464000,-19.428881
41.465000,-19.342557
41.466000,-19.256232
41.467000,-19.169907
41.468000,-19.083582
41.469000,-18.997257
41.470000,-18.910932
41.471000,-18.824607
41.472000,-18.738283
41.473000,-18.651958
41.474000,-18.565633
41.475000,-18.479308
41.476000,-18.162371
41.477000,-17.523502
41.478000,-16.884633
41.479000,-16.245763
41.480000,-15.606894
41.481000,-14.968024
41.482000,-14.329155
41.483000,-13.690286
41.484000,-13.357525
41.485000,-13.075099
41.486000,-12.792673
41.487000,-12.510247
41.488000,-12.227822
41.489000,-11.945396
41.490000,-11.662970
41.491000,-11.262809
41.492000,-10.588202
41.493000,-9.913594
41.494000,-9.238987
41.495000,-8.564380
41.496000,-7.889772
41.497000,-7.215165
41.498000,-6.540557
41.499000,-5.205671
41.500000,-3.640752
41.501000,-2.075833
41.502000,-0.510914
41.503000,1.054005
41.504000,2.618923
41.505000,4.183842
41.506000,5.652821
41.507000,6.693612
41.508000,7.734403
41.509000,8.775194
41.510000,9.815985
41.511000,10.856776
41.512000,11.897567
41.513000,12.938358
41.514000,13.294780
41.515000,13.239651
41.516000,13.184521
41.517000,13.129392
41.518000,13.074262
41.519000,13.019133
41.520000,12.964003
41.521000,12.919721
41.522000,13.029209
41.523000,13.138697
41.524000,13.248186
41.525000,13.357674
41.526000,13.467162
41.527000,13.576651
41.528000,13.686139
41.529000,13.938597
41.530000,14.329902
41.531000,14.721207
41.532000,15.112513
41.533000,15.503818
41.534000,15.895124
41.535000,16.286429
41.536000,16.677734
41.537000,16.501815
41.538000,16.295244
41.539000,16.088673
41.540000,15.882102
41.541000,15.675531
41.542000,15.468960
41.543000,15.262389
41.544000,14.441901
41.545000,12.661807
41.546000,10.881713
41.547000,9.101619
41.548000,7.321524
41.549000,5.541430
41.550000,3.761336
41.551000,1.981242
41.552000,1.365900
41.553000,0.986464
41.554000,0.607028
41.555000,0.227592
41.556000,-0.151844
41.557000,-0.531280
41.558000,-0.910716
41.559000,-1.036554
41.560000,-0.487047
41.561000,0.062459
41.562000,0.611966
41.563000,1.161473
41.564000,1.710979
41.565000,2.260486
41.566000,2.809992
41.567000,3.181417
41.568000,3.481655
41.569000,3.781893
41.570000,4.082131
41.571000,4.382368
41.572000,4.682606
41.573000,4.982844
41.574000,5.042685
41.575000,3.800324
41.576000,2.557963
41.577000,1.315601
41.578000,0.073240
41.579000,-1.169121
41.580000,-2.411483
41.581000,-3.653844
41.582000,-4.409860
41.583000,-4.837925
41.584000,-5.265991
41.585000,-5.694057
41.586000,-6.122123
41.587000,-6.550189
41.588000,-6.978255
41.589000,-7.398648
41.590000,-7.628376
41.591000,-7.858104
41.592000,-8.087832
41.593000,-8.317560
41.594000,-8.547288
41.595000,-8.777016
41.596000,-9.006744
41.597000,-9.288803
41.598000,-9.627530
41.599000,-9.966258
41.600000,-10.304986
41.601000,-10.643714
41.602000,-10.982442
41.603000,-11.321170
41.604000,-11.659898
41.605000,-12.627421
41.606000,-13.648492
41.607000,-14.669564
41.608000,-15.690635
41.609000,-16.711706
41.610000,-17.732777
41.611000,-18.753849
41.612000,-19.559024
41.613000,-19.985250
41.614000,-20.411476
41.615000,-20.837702
41.616000,-21.263928
41.617000,-21.690153
41.618000,-22.116379
41.619000,-22.542605
41.620000,-22.379660
41.621000,-22.073419
41.622000,-21.767178
41.623000,-21.460937
41.624000,-21.154696
41.625000,-20.848455
41.626000,-20.542214
41.627000,-20.120071
41.628000,-19.342275
41.629000,-18.564479
41.630000,-17.786683
41.631000,-17.008887
41.632000,-16.231091
41.633000,-15.453295
41.634000,-14.675500
41.635000,-14.651498
41.636000,-14.970595
41.637000,-15.289692
41.638000,-15.608790
41.639000,-15.927887
41.640000,-16.246984
41.641000,-16.566082
41.642000,-16.843127
41.643000,-16.835298
41.644000,-16.827470
41.645000,-16.819641
41.646000,-16.811813
41.647000,-16.803984
41.648000,-16.796156
41.649000,-16.788327
41.650000,-16.393250
41.651000,-15.706098
41.652000,-15.018946
41.653000,-14.331794
41.654000,-13.644642
41.655000,-12.957490
41.656000,-12.270338
41.657000,-11.586206
41.658000,-11.162334
41.659000,-10.738462
41.660000,-10.314591
41.661000,-9.890719
41.662000,-9.466847
41.663000,-9.042976
41.664000,-8.619104
41.665000,-8.768990
41.666000,-9.611992
41.667000,-10.454994
41.668000,-11.297996
41.669000,-12.140998
41.670000,-12.984000
41.671000,-13.827001
41.672000,-14.670003
41.673000,-15.089087
41.674000,-15.458073
41.675000,-15.827060
41.676000,-16.196047
41.677000,-16.565034
41.678000,-16.934020
41.679000,-17.303007
41.680000,-17.137706
41.681000,-15.915297
41.682000,-14.692888
41.683000,-13.470479
41.684000,-12.248070
41.685000,-11.025661
41.686000,-9.803252
41.687000,-8.580843
41.688000,-8.614696
41.689000,-9.008772
41.690000,-9.402849
41.691000,-9.796925
41.692000,-10.191002
41.693000,-10.585078
41.694000,-10.979154
41.695000,-11.435768
41.696000,-12.115956
41.697000,-12.796144
41.698000,-13.476332
41.699000,-14.156519
41.700000,-14.836707
41.701000,-15.516895
41.702000,-16.197083
41.703000,-16.050276
41.704000,-15.477440
41.705000,-14.904603
41.706000,-14.331767
41.707000,-13.758931
41.708000,-13.186094
41.709000,-12.613258
41.710000,-12.045694
41.711000,-11.524845
41.712000,-11.003996
41.713000,-10.483147
41.714000,-9.962298
41.715000,-9.441448
41.716000,-8.920599
41.717000,-8.399750
41.718000,-9.000998
41.719000,-10.547229
41.720000,-12.093460
41.721000,-13.639692
41.722000,-15.185923
41.723000,-16.732154
41.724000,-18.278386
41.725000,-19.824617
41.726000,-20.789746
41.727000,-21.745583
41.728000,-22.701420
41.729000,-23.657258
41.730000,-24.613095
41.731000,-25.568932
41.732000,-26.524770
41.733000,-26.886186
41.734000,-26.445632
41.735000,-26.005078
41.736000,-25.564523
41.737000,-25.123969
41.738000,-24.683415
41.739000,-24.242861
41.740000,-23.802307
41.741000,-24.690350
41.742000,-25.782018
41.743000,-26.873686
41.744000,-27.965355
41.745000,-29.057023
41.746000,-30.148691
41.747000,-31.240359
41.748000,-32.220519
41.749000,-32.950766
41.750000,-33.681012
41.751000,-34.411259
41.752000,-35.141506
41.753000,-35.871752
41.754000,-36.601999
41.755000,-37.332245
41.756000,-36.844417
41.757000,-35.950449
41.758000,-35.056482
41.759000,-34.162514
41.760000,-33.268547
41.761000,-32.374579
41.762000,-31.480611
41.763000,-30.367767
41.764000,-28.330056
41.765000,-26.292344
41.766000,-24.254632
41.767000,-22.216921
41.768000,-20.179209
41.769000,-18.141498
41.770000,-16.103786
41.771000,-15.040205
41.772000,-14.541915
41.773000,-14.043626
41.774000,-13.545337
41.775000,-13.047047
41.776000,-12.548758
41.777000,-12.050468
41.778000,-11.507594
41.779000,-10.408516
41.780000,-9.309439
41.781000,-8.210361
41.782000,-7.111284
41.783000,-6.012206
41.784000,-4.913128
41.785000,-3.814051
41.786000,-2.714973
41.787000,-1.615896
41.788000,-0.516818
41.789000,0.582260
41.790000,1.681337
41.791000,2.780415
41.792000,3.879492
41.793000,4.978570
41.794000,5.408323
41.795000,5.808042
41.796000,6.207760
41.797000,6.607478
41.798000,7.007196
41.799000,7.406914
41.800000,7.806633
41.801000,7.517285
41.802000,6.187744
41.803000,4.858203
41.804000,3.528662
41.805000,2.199121
41.806000,0.869580
41.807000,-0.459961
41.808000,-1.789502
41.809000,-2.159133
41.810000,-2.345781
41.811000,-2.532429
41.812000,-2.719077
41.813000,-2.905725
41.814000,-3.092373
41.815000,-3.279021
41.816000,-3.330620
41.817000,-3.037204
41.818000,-2.743788
41.819000,-2.450372
41.820000,-2.156956
41.821000,-1.863541
41.822000,-1.570125
41.823000,-1.276709
41.824000,-1.494595
41.825000,-1.908629
41.826000,-2.322664
41.827000,-2.736698
41.828000,-3.150733
41.829000,-3.564767
41.830000,-3.978802
41.831000,-4.383487
41.832000,-4.740568
41.833000,-5.097649
41.834000,-5.454730
41.835000,-5.811811
41.836000,-6.168892
41.837000,-6.525973
41.838000,-6.883054
41.839000,-7.439675
41.840000,-8.126259
41.841000,-8.812842
41.842000,-9.499426
41.843000,-10.186009
41.844000,-10.872593
41.845000,-11.559176
41.846000,-12.212299
41.847000,-12.186979
41.848000,-12.161658
41.849000,-12.136338
41.850000,-12.111017
41.851000,-12.085696
41.852000,-12.060376
41.853000,-12.035055
41.854000,-12.069644
41.855000,-12.166984
41.856000,-12.264323
41.857000,-12.361662
41.858000,-12.459002
41.859000,-12.556341
41.860000,-12.653680
41.861000,-12.751019
41.862000,-12.760720
41.863000,-12.763808
41.864000,-12.766896
41.865000,-12.769984
41.866000,-12.773072
41.867000,-12.776161
41.868000,-12.779249
41.869000,-13.035392
41.870000,-13.720082
41.871000,-14.404772
41.872000,-15.089462
41.873000,-15.774152
41.874000,-16.458842
41.875000,-17.143532
41.876000,-17.828222
41.877000,-18.302728
41.878000,-18.728788
41.879000,-19.154849
41.880000,-19.580910
41.881000,-20.006970
41.882000,-20.433031
41.883000,-20.859092
41.884000,-21.302459
41.885000,-21.796626
41.886000,-22.290794
41.887000,-22.784961
41.888000,-23.279129
41.889000,-23.773296
41.890000,-24.267464
41.891000,-24.761631
41.892000,-25.255799
41.893000,-25.749966
41.894000,-26.244134
41.895000,-26.738302
41.896000,-27.232469
41.897000,-27.726637
41.898000,-28.220804
41.899000,-28.714972
41.900000,-29.209139
41.901000,-29.703307
41.902000,-30.197474
41.903000,-30.691642
41.904000,-31.185809
41.905000,-31.679977
41.906000,-32.174144
41.907000,-32.319611
41.908000,-32.210877
41.909000,-32.102142
41.910000,-31.993408
41.911000,-31.884673
41.912000,-31.775939
41.913000,-31.667204
41.914000,-31.537722
41.915000,-30.380681
41.916000,-29.223640
41.917000,-28.066599
41.918000,-26.909558
41.919000,-25.752517
41.920000,-24.595476
41.921000,-23.438435
41.922000,-22.527759
41.923000,-21.904885
41.924000,-21.282010
41.925000,-20.659136
41.926000,-20.036261
41.927000,-19.413387
41.928000,-18.790512
41.929000,-18.167638
41.930000,-18.990734
41.931000,-19.969804
41.932000,-20.948875
41.933000,-21.927945
41.934000,-22.907015
41.935000,-23.886086
41.936000,-24.865156
41.937000,-25.515917
41.938000,-25.540755
41.939000,-25.565593
41.940000,-25.590431
41.941000,-25.615269
41.942000,-25.640107
41.943000,-25.664945
41.944000,-25.689783
41.945000,-24.807839
41.946000,-23.678243
41.947000,-22.548646
41.948000,-21.419050
41.949000,-20.289453
41.950000,-19.159857
41.951000,-18.030260
41.952000,-17.333057
41.953000,-18.109130
41.954000,-18.885203
41.955000,-19.661276
41.956000,-20.437349
41.957000,-21.213422
41.958000,-21.989494
41.959000,-22.765567
41.960000,-23.767738
41.961000,-24.882119
41.962000,-25.996499
41.963000,-27.110880
41.964000,-28.225261
41.965000,-29.339642
41.966000,-30.454022
41.967000,-31.364154
41.968000,-30.617331
41.969000,-29.870509
41.970000,-29.123686
41.971000,-28.376864
41.972000,-27.630041
41.973000,-26.883219
41.974000,-26.136396
41.975000,-25.075230
41.976000,-23.758077
41.977000,-22.440924
41.978000,-21.123772
41.979000,-19.806619
41.980000,-18.489466
41.981000,-17.172313
41.982000,-15.855161
41.983000,-17.222673
41.984000,-18.610247
41.985000,-19.997821
41.986000,-21.385395
41.987000,-22.772970
41.988000,-24.160544
41.989000,-25.548118
41.990000,-26.764176
41.991000,-27.756556
41.992000,-28.748936
41.993000,-29.741316
41.994000,-30.733696
41.995000,-31.726076
41.996000,-32.718456
41.997000,-33.710836
41.998000,-33.220516
41.999000,-32.519206
42.000000,-31.817895
42.001000,-31.116585
42.002000,-30.415274
42.003000,-29.713964
42.004000,-29.012653
42.005000,-28.324792
42.006000,-27.665927
42.007000,-27.007062
42.008000,-26.348197
42.009000,-25.689332
42.010000,-25.030467
42.011000,-24.371603
42.012000,-23.712738
42.013000,-24.390528
42.014000,-25.494438
42.015000,-26.598348
42.016000,-27.702258
42.017000,-28.806167
42.018000,-29.910077
42.019000,-31.013987
42.020000,-31.928128
42.021000,-32.081714
42.022000,-32.235300
42.023000,-32.388886
42.024000,-32.542472
42.025000,-32.696058
42.026000,-32.849644
42.027000,-33.003230
42.028000,-32.188191
42.029000,-30.830919
42.030000,-29.473647
42.031000,-28.116375
42.032000,-26.759104
42.033000,-25.401832
42.034000,-24.044560
42.035000,-22.713056
42.036000,-21.668000
42.037000,-20.622945
42.038000,-19.577890
42.039000,-18.532834
42.040000,-17.487779
42.041000,-16.442723
42.042000,-15.397668
42.043000,-14.914352
42.044000,-14.941417
42.045000,-14.968482
42.046000,-14.995546
42.047000,-15.022611
42.048000,-15.049676
42.049000,-15.076740
42.050000,-15.103805
42.051000,-14.618007
42.052000,-14.113813
42.053000,-13.609620
42.054000,-13.105426
42.055000,-12.601232
42.056000,-12.097039
42.057000,-11.592845
42.058000,-10.993987
42.059000,-10.257085
42.060000,-9.520184
42.061000,-8.783282
42.062000,-8.046380
42.063000,-7.309478
42.064000,-6.572577
42.065000,-5.835675
42.066000,-5.684835
42.067000,-5.638867
42.068000,-5.592900
42.069000,-5.546932
42.070000,-5.500965
42.071000,-5.454997
42.072000,-5.409030
42.073000,-5.590720
42.074000,-6.330760
42.075000,-7.070801
42.076000,-7.810841
42.077000,-8.550882
42.078000,-9.290922
42.079000,-10.030963
42.080000,-10.771003
42.081000,-11.635681
42.082000,-12.546211
42.083000,-13.456741
42.084000,-14.367270
42.085000,-15.277800
42.086000,-16.188330
42.087000,-17.098860
42.088000,-17.926622
42.089000,-18.357287
42.090000,-18.787952
42.091000,-19.218617
42.092000,-19.649282
42.093000,-20.079947
42.094000,-20.510612
42.095000,-20.941277
42.096000,-21.356637
